movie_id,tmdb_id,release_date,genres,original_language,runtime,vote_average,poster_path,title,overview
45-years,311291,2015-08-04,"['Drama', 'Romance']",en,95,3.3,/8elIJYYXWq2HpcZ6TgVMC9EwTnn.jpg,45 Years,"There is just one week until Kate Mercer's 45th wedding anniversary and the planning for the party is going well. But then a letter arrives for her husband. The body of his first love has been discovered, frozen and preserved in the icy glaciers of the Swiss Alps. By the time the party is upon them, five days later, there may not be a marriage left to celebrate."
47-meters-down,403119,2017-05-25,['Horror'],en,89,2.9,/2IgdRUTdHyoI3nFORcnnYEKOGIH.jpg,47 Meters Down,"Two sisters on Mexican vacation are trapped in a shark observation cage at the bottom of the ocean, with oxygen running low and great whites circling nearby, they have less than an hour of air left to figure out how to get to the surface."
47-meters-down-uncaged,480105,2019-08-15,['Horror'],en,90,2.9,/g4z7mDmJmx23vsVg6XNWcnXb6gc.jpg,47 Meters Down: Uncaged,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell."
47-ronin-2013,64686,2013-12-06,"['Drama', 'Action', 'Fantasy']",en,119,3.1,/xDHnmcroujCRG0ysYQaiswjbyHd.jpg,47 Ronin,"Kai—an outcast—joins Oishi, the leader of 47 outcast samurai.  Together they seek vengeance upon the treacherous overlord who killed their master and banished their kind.  To restore honour to their homeland, the warriors embark upon a quest that challenges them with a series of trials that would destroy ordinary warriors."
48-hrs,150,1982-12-07,"['Thriller', 'Action', 'Comedy', 'Crime', 'Drama']",en,96,3.3,/aDzOj4a9HvgRjjAEgwXyztCWVXq.jpg,48 Hrs.,"A hard-nosed cop reluctantly teams up with a wise-cracking criminal temporarily paroled to him, in order to track down a killer."
5-centimeters-per-second,38142,2007-03-03,"['Animation', 'Romance', 'Drama']",ja,63,3.6,/dFipUR6W0y3PPkuVS8gjFd929m2.jpg,5 Centimeters per Second,"Three moments in Takaki's life: his relationship with Akari and their forced separation; his friendship with Kanae, who is secretly in love with him; the demands and disappointments of adulthood, an unhappy life in a cold city."
50-50,40807,2011-09-30,"['Comedy', 'Drama']",en,100,3.6,/8f9tM9JVB4ETBhxlQcXIjLckArl.jpg,50/50,"Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease."
50-first-dates,1824,2004-02-13,"['Comedy', 'Romance']",en,99,3.4,/5NxTW4SS6aUKZYnbQzh7UYNivd.jpg,50 First Dates,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet."
500-days-of-summer,19913,2009-07-17,"['Comedy', 'Drama', 'Romance']",en,95,3.6,/qXAuQ9hF30sQRsXf40OfRVl0MJZ.jpg,(500) Days of Summer,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life."
54,3682,1998-08-28,"['Drama', 'Music']",en,94,2.9,/gLjt54vow8CEOHdgRkQCyXwbq52.jpg,54,"Shane O'Shea, a Jersey boy with big dreams, crosses the river in hopes of finding another, more exciting life at Studio 54. When Steve Rubell, the mastermind behind the infamous disco plucks Shane from the sea of faces clamoring to get inside his club, Shane not only gets his foot in the door, but lands a coveted job behind the bar - and a front-row ticket to the most legendary party on the planet."
6-underground,509967,2019-12-10,"['Action', 'Comedy', 'Thriller']",en,128,3.2,/lnWkyG3LLgbbrIEeyl5mK5VRFe4.jpg,6 Underground,"After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator."
65,700391,2023-03-02,"['Action', 'Adventure', 'Science Fiction']",en,92,3.0,/rzRb63TldOKdKydCvWJM8B6EkPM.jpg,65,"65 million years ago, the only 2 survivors of a spaceship from Somaris that crash-landed on Earth, must fend off dinosaurs to reach the escape vessel in time before an imminent asteroid strike threatens to destroy the planet."
7-days-in-hell,287689,2015-07-08,"['TV Movie', 'Comedy']",en,43,3.2,/h5yZf1uHyGstsGoWkjO8W1ccSzn.jpg,7 Days in Hell,A fictional documentary-style expose on the rivalry between two tennis stars who battled it out in a 1999 match that lasted seven days.
71,252178,2014-10-10,"['Thriller', 'Action', 'Drama', 'War']",en,99,3.4,/xjorsS84euahsmGlnEEeE3LFSVZ.jpg,'71,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.
71-fragments-of-a-chronology-of-chance,32764,1995-03-10,['Drama'],de,100,3.5,/bcITctg9JiW32EnNz9vYmDlvaKx.jpg,71 Fragments of a Chronology of Chance,71 scenes revolving around multiple Viennese residents who are by chance involved with a senseless gun slaughter on Christmas Eve.
7500,509585,2019-12-26,"['Drama', 'Thriller', 'Action']",en,94,3.1,/hL2uecLh2rTTbuVbOriXP0PhqIJ.jpg,7500,"When terrorists try to seize control of a Berlin-Paris flight, a soft-spoken young American co-pilot struggles to save the lives of the passengers and crew while forging a surprising connection with one of the hijackers."
78-52,359749,2017-10-13,['Documentary'],en,91,3.6,/mJb3OTY0rc4dTUStQnxSeRacsTV.jpg,78/52,The most famous murder scene in movie history comprises 78 camera settings and 52 cuts: the shower scene in Alfred Hitchcock's Psycho. 78/52 tells the story of the man behind the curtain and his greatest obsession.
8-46-2020,714842,2020-06-12,['Comedy'],en,27,3.6,/yWlG3YHHwXvnKpGrbRRGk3vB8Ot.jpg,8:46,"From Dave: Normally I wouldn't show you something so unrefined, I hope you understand."
8-bit-christmas,802217,2021-11-24,"['Family', 'Comedy', 'Fantasy']",en,98,3.2,/5YwaISdOwp8Zu6O7kwBeUn8a7Pu.jpg,8-Bit Christmas,"In suburban Chicago during the late 1980s, ten-year-old Jake Doyle embarks on a herculean quest to get the latest and greatest video game system for Christmas."
8-half,422,1963-02-14,['Drama'],it,139,4.0,/2cPK4xKtccKmYsCSpaFGWnfEsZX.jpg,8½,"Guido Anselmi, a film director, finds himself creatively barren at the peak of his career. Urged by his doctors to rest, Anselmi heads for a luxurious resort, but a sorry group gathers—his producer, staff, actors, wife, mistress, and relatives—each one begging him to get on with the show. In retreat from their dependency, he fantasizes about past women and dreams of his childhood."
8-mile,65,2002-11-08,"['Drama', 'Music']",en,111,3.6,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance."
8-women,1958,2002-02-06,"['Comedy', 'Thriller', 'Mystery']",fr,111,3.5,/bJu4Gm7NQb2woPiIovrPD5jNWzf.jpg,8 Women,"Eight women gather to celebrate Christmas in a snowbound cottage, only to find the family patriarch dead with a knife in his back. Trapped in the house, every woman becomes a suspect, each having her own motive and secret."
80-for-brady,942922,2023-02-03,"['Comedy', 'Drama']",en,98,3.2,/qhSFHOS9CeXTqGgmbCi5pteIc6k.jpg,80 for Brady,"Four lifelong friends set out on an unforgettable journey to see their hero Tom Brady play in Super Bowl LI and witness one of the greatest comebacks in sports history, discovering that it's never too late to live life to the fullest. Inspired by a true story."
8mm,8224,1999-02-26,"['Thriller', 'Crime', 'Mystery']",en,123,3.2,/mhr9xRpjOBqlBjgDwtiOx6FsLvV.jpg,8MM,"A small, seemingly innocuous plastic reel of film leads surveillance specialist Tom Welles down an increasingly dark and frightening path. With the help of the streetwise Max, he relentlessly follows a bizarre trail of evidence to determine the fate of a complete stranger. As his work turns into obsession, he drifts farther and farther away from his wife, family and simple life as a small-town PI."
9,12244,2009-08-19,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Thriller']",en,79,3.5,/3uqXGOH4BQ2CLJWkDJZ0PzbUzOn.jpg,9,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good."
99-homes,283235,2015-09-25,['Drama'],en,112,3.4,/1Y28duQpLsFhwrQkVeZ9G4XSdua.jpg,99 Homes,"After his family is evicted from their home, proud and desperate construction worker Dennis Nash tries to win his home back by striking a deal with the devil and working for Rick Carver, the corrupt real estate broker who evicted him."
a-bad-moms-christmas,431530,2017-08-04,['Comedy'],en,104,3.1,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,A Bad Moms Christmas,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers."
a-bay-of-blood,5486,1971-09-08,"['Horror', 'Thriller']",it,85,3.3,/cTqmAcZwaEY609QDCLpgBlwijn9.jpg,A Bay of Blood,"An elderly heiress is killed by her husband who wants control of her fortunes. What ensues is an all-out murder spree as relatives and friends attempt to reduce the inheritance playing field, complicated by some teenagers who decide to camp out in a dilapidated building on the estate."
a-beautiful-day-in-the-neighborhood,501907,2019-09-07,"['Drama', 'History']",en,109,3.5,/p9vCAVhDK375XyobVcKqzqzsUHE.jpg,A Beautiful Day in the Neighborhood,"An award-winning cynical journalist, Lloyd Vogel, begrudgingly accepts an assignment to write an Esquire profile piece on the beloved television icon Fred Rogers. After his encounter with Rogers, Vogel's perspective on life is transformed."
a-beautiful-mind,453,2001-12-14,"['Drama', 'Romance']",en,135,4.0,/rEIg5yJdNOt9fmX4P8gU9LeNoTQ.jpg,A Beautiful Mind,"Brilliant mathematician, John Nash, is on the brink of international acclaim when he becomes entangled in a mysterious conspiracy."
a-better-tomorrow,11471,1986-08-02,"['Action', 'Crime', 'Drama']",zh,95,3.7,/3LaUyoLADXqndKaX7ZjGYrWCedt.jpg,A Better Tomorrow,"A reforming ex-gangster tries to reconcile with his estranged policeman brother, but the ties to his former gang are difficult to break."
a-bigger-splash-2015,324807,2015-11-26,"['Drama', 'Thriller', 'Romance']",en,125,3.1,/b9ca2L41R43Lg1hpSzJHwtDTvYU.jpg,A Bigger Splash,"An American couple, Paul and Marianne, spend their vacation in Italy and experience trouble when Marianne invites a former lover and his teenage daughter to visit, which leads to jealousy and dangerous sexual scenarios."
a-bittersweet-life,11344,2005-04-01,"['Action', 'Drama', 'Crime']",ko,119,3.8,/czoCxjadYUT2oe9cKzSnU6ZrYoI.jpg,A Bittersweet Life,"Kim Sun-woo is an enforcer and manager for a hotel owned by a cold, calculative crime boss, Kang who assigns Sun-woo to a simple errand while he is away on a business trip; to shadow his young mistress, Hee-soo, for fear that she may be cheating on him with a younger man with the mandate that he must kill them both if he discovers their affair."
a-boy-and-his-dog,4917,1975-03-23,"['Drama', 'Science Fiction', 'Comedy']",en,90,3.1,/dMbkoFzD5sEQvEaqRsIh4pTBJVq.jpg,A Boy and His Dog,"Set in the year 2024 in post-apocalyptic America, 18-year old Vic and his telepathic dog, Blood, are scavengers in the desolate wilderness ravaged by World War IV, where survivors must battle for food and shelter in the desert-like wasteland. Vic and Blood eke out a meager existence, foraging for food and fighting gangs of cutthroats."
a-bridge-too-far,5902,1977-06-15,"['Drama', 'History', 'War']",en,175,3.6,/lszOk3Xmh7qpLaM9J4K9E6ADLk1.jpg,A Bridge Too Far,The story of Operation Market Garden—a failed attempt by the allies in the latter stages of WWII to end the war quickly by securing three bridges in Holland allowing access over the Rhine into Germany. A combination of poor allied intelligence and the presence of two crack German panzer divisions meant that the final part of this operation (the bridge in Arnhem over the Rhine) was doomed to failure.
a-brighter-summer-day,15804,1991-07-27,"['Crime', 'Drama', 'Romance']",zh,237,4.2,/3l8fOAwiN3N5n3hHnZ51eog7Zu2.jpg,A Brighter Summer Day,"A boy experiences first love, friendships and injustices growing up in 1960s Taiwan."
a-bronx-tale,1607,1993-10-01,"['Drama', 'Crime']",en,121,3.9,/sDbO6LmLYtyqAoFTPpRcMgPSCEO.jpg,A Bronx Tale,"Set in the Bronx during the tumultuous 1960s, an adolescent boy is torn between his honest, working-class father and a violent yet charismatic crime boss. Complicating matters is the youngster's growing attraction - forbidden in his neighborhood - for a beautiful black girl."
a-bucket-of-blood,22642,1959-10-21,"['Comedy', 'Horror']",en,66,3.2,/fUZqTNinLruI6ZE7GQprY8t0Uwg.jpg,A Bucket of Blood,"Nerdy Walter Paisley, a maladroit busboy at a beatnik café who doesn't fit in with the cool scene around him, attempts to woo his beautiful co-worker, Carla, by making a bust of her. When his klutziness results in the death of his landlady's cat, he panics and hides its body under a layer of plaster. But when Carla and her friends enthuse over the resulting artwork, Walter decides to create some bigger and more elaborate pieces using the same artistic process."
a-bugs-life,9487,1998-11-25,"['Family', 'Animation', 'Adventure', 'Comedy']",en,95,3.5,/Ah3J9OJVc2CNCuH2zMydXy9fmIC.jpg,A Bug's Life,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper."
a-charlie-brown-christmas,13187,1965-12-09,"['Animation', 'Family', 'Comedy', 'TV Movie']",en,25,3.8,/vtaufTzJBMJAeziQA1eP4BLU24C.jpg,A Charlie Brown Christmas,"When Charlie Brown complains about the overwhelming materialism that he sees amongst everyone during the Christmas season, Lucy suggests that he become director of the school Christmas pageant. Charlie Brown accepts, but it is a frustrating struggle. When an attempt to restore the proper spirit with a forlorn little fir Christmas tree fails, he needs Linus' help to learn the meaning of Christmas."
a-charlie-brown-thanksgiving,13479,1973-11-20,"['Animation', 'Comedy', 'Family', 'TV Movie']",en,25,3.7,/xmtGJz3uMqYmA6pEpZgDWMzbX2E.jpg,A Charlie Brown Thanksgiving,"Turkey, cranberries, pumpkin pie... and the Peanuts gang to share them with. This is going to be the greatest Thanksgiving ever! The fun begins when Peppermint Patty invites herself and her pals to Charlie Brown's house for a REALLY big turkey party. Good grief! All our hero can cook is cold cereal and maybe toast. Is Charlie Brown doomed? Not when Linus, Snoopy and Woodstock chip in to save the (Thanksgiving) Day. With such good friends, Charlie Brown - and all of us - have so many reasons to be thankful."
a-chinese-ghost-story,30421,1987-07-18,"['Fantasy', 'Action']",cn,98,3.6,/pGQy2KB3I0DouwnKNjChyCgULJQ.jpg,A Chinese Ghost Story,"Ning Tsai-Shen, a humble tax collector, arrives in a small town to carry out his work. No one is willing to give him shelter for the night, so he ends up in the haunted Lan Ro temple. There, he meets Taoist Swordsman Yen Che-Hsia, and the beautiful Nieh Hsiao-Tsing, with whom he falls in love."
